modified,"Work/
Munkanem","Work/
Munkanem","Position/
tétel",Description,Leírás," Quantity/
mennyiség ","Unit/
egység","Quantity modification from GC 
(if needed +/- )","Materila unit price/
anyag egység ár HUF","Unit worker fees/
munka díj    egység ár   HUF","Unit price sum/
összes egység ár   HUF","Sum/
Összesen
HUF",,,,,,,
,,,,Selected accessories ,Választott kiegészítő elemek,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1871
,,,,Heat recovery wheel (down air flow),Forgódobos hővisszanyerő (fűggőleges légáramlás),,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1872
,,,,Extract EC fan-motor vertical air stream,Kidobó EC ventilátor függőleges légszállítással,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1873
,,,,G4/ISO Coarse 65% refilable filters,G4 65% cserélhető szűrőbetétek,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1874
,,,,All seasons operation kit / Noise reduction solution,Egész éves üzem szettel / zajcsillapított kivitel,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1875
,,,,High Pressure EC plug fan,Emelt nyomású elszívó EC ventilátor,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1876
,,,,Condensing gas heater high capacity / vertical supply,Kondenzációs gázégő emelt teljesítménnyel függőleges légáramhoz,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1877
,,,,3 phases relay for unit electrical protection,Fázissorrend figyelő relé,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1878
,,,,Refreshment system for electrical box (standard),Elektromos kapcsolószekrény mesterséges szellőztetéssel,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1879
,,,,DM Remote multi-unit display,DM multi kezelőfelület,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1880
,,,,Humidity control pack / summer mode,Nedvesség kontroll / nyári üzem,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1881
,,,,ModBus/BACnet/Ethernet TCP/IP communication interface,ModBus/BACnet/Ethernet TCP/IP kommunikációs interfész,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1882
,,,,Adjustable roofcurb,Állítható alapkeret,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1883
,,,,Technical data:,Teljesítmény adatok,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1884
,,,,Total cooling capacity: 150.3kW,Total hűtési teljesítmény: 150.3kW,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1885
,,,,Total heating capacity (heatpump): 168.17kW,Total fűtési teljesítmény (hőszivattyú): 168.17kW,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1886
,,,,Air volume: 28000 m³/h,Légszállítás: 28000 m³/h,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1887
,,,,External static pressure supply/return: 450/350 Pa,Külső statikus nyomás befúvás/elszívás: 450/350 Pa,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1888
,,,,"Total heating capacity (gas): 197,07kW","Total fűtési teljesítmény (gáz): 197,07kW",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1889
,,,,TYPE: LENNOX ENERY E024AH141FM1M,TÍPUS: LENNOX ENERY E024AH141FM1M,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1890
,400,431,275,"Lennox produced compact heatpump rooftop unit with UV protected paint on the outside surfaces, with slef-supporting base frame, (standard downflow and return configuration), with air colled condenser, with scroll compressors, with R410A refrigeration charge, with outdoor- indoor and mixed air temperature sensors, with refrigeration dryer filters, with built-in cooling heat exchanger, with pull-out drain pan, with 50mm thick double skin panels, 65kg/m3 heat and sound isolated -from every direction open- doors, with EC technolgy inverter main fans and condenser fans, with air filters, with Climatic microprocessor control system. Eurovent certified unit, ""A"" energy class in cooling mode (reg. EN14511-2013). The unit complies with ECO-DESIGN 2018 directives. The unit's room temperature sensor installation and cabling is not a part of the dealer's commitment.","LENNOX gyártmányú kompakt tetőtéri hőszivattyús rooftop berendezés,  külső felületeken fényvédő UV festéssel, önhordó alapkerettel, (Standard lefele fúvó kivitelben), léghűtéses kondenzátorral, Scroll kompresszorokkal, R-410a hűtőközeggel, külső, befújt és visszakevert levegő hőmérséklet érzékelőkkel, hűtőközeg szárító szűrővel, beépített hűtőkaloriferrel, kihúzható-tisztítható csepptálcával, 50mm vastag szendvicspanellel, 65kg/m3 hő és hangszigetelt - minden irányból nyíló - panelajtókkal, EC technológiájú inverteres befúvó és kondenzátor ventilátorokkal,  szűrővel, CLIMATIC  mikroprocesszoros szabályozással.
 EUROVENT minősítéssel, ""A"" energiaosztályú besorolással hűtési üzemben(hivatkozva: EN14511-2013). A berendezés megfelel a 2018-as ECO-DESIGN előírásoknak. A roof-top berendezésekhez tartozó teremhőmérséklet-érzékelő elhelyezése és bekábelezése nem a forgalmazó feladata.", 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1891
x,,,,2pcs silencer on return and supply side,"Befúvó, elszívó oldali hangcsillapítóval",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1892
,,,,Items of Equipment fitted as standard:,Standard felszereltség,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1893
,,,,"Produced according standard quality ISO9001
Prepainted casing RAL9003 with thermoacoustic non-inflammable and non-toxic media
Eurovent certified 
Airflow rate automatic adjustement when dirty filter
Environmentally friendly according ISO 14001
Sloped removable drain pan
High efficiency Scroll technology hermetic compressors
Electronic expansion valve for optimized reliability and performances
Possibility to register and to read unit paramaters on display: high pressure, low pressure...
Smart control and defrost management : reduction of energy bill
Intelligent fresh air management, economizer and free-cooling
Aluminum casing for corrosion, weight and recycling aspects","ISO9001 standard gyártás
Előre festett RAL9003 felépítmény, nem gyúlékony, nem mérgező termoakusztikus anyaggal.
Eurovent minősítéssel
A légáramlási sebesség automatikus beállítása piszkos szűrő esetén
Környezetbarát az ISO 14001 szerint
Kihúzható, cserélhető csepptálca
Nagy hatékonyságú Scroll hermetikus kompresszorok
Elektronikus expanziós szelep az optimális megbízhatóság és teljesítmény érdekében
A képernyőn megjelenő paraméterek regisztrálásának és olvasásának lehetősége: magas nyomás, alacsony nyomás ...
Smart vezérlés és leolvasztás: az energiaszámla csökkentése
Intelligens friss levegő menedzsment, energia takarékos és szabadhűtés funkció
Alumínium felépítmény korrózió, súly és újrahasznosítás szempontjából",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1894
,,,,Selected accessories ,Választott kiegészítő elemek,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1895
,,,,Heat recovery wheel (down air flow),Forgódobos hővisszanyerő (fűggőleges légáramlás),,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1896
,,,,Extract EC fan-motor vertical air stream,Kidobó EC ventilátor függőleges légszállítással,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1897
,,,,G4/ISO Coarse 65% refilable filters,G4 65% cserélhető szűrőbetétek,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1898
,,,,All seasons operation kit / Noise reduction solution,Egész éves üzem szettel / zajcsillapított kivitel,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1899
,,,,High Pressure EC plug fan,Emelt nyomású elszívó EC ventilátor,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1900
,,,,3 phases relay for unit electrical protection,Fázissorrend figyelő relé,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1901
,,,,Refreshment system for electrical box (standard),Elektromos kapcsolószekrény mesterséges szellőztetéssel,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1902
,,,,DM Remote multi-unit display,DM multi kezelőfelület,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1903
,,,,Humidity control pack / summer mode,Nedvesség kontroll / nyári üzem,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1904
,,,,ModBus/BACnet/Ethernet TCP/IP communication interface,ModBus/BACnet/Ethernet TCP/IP kommunikációs interfész,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1905
,,,,Adjustable roofcurb,Állítható alapkeret,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1906
,,,,Technical data:,Teljesítmény adatok,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1907
,,,,Total cooling capacity: 150.3kW,Total hűtési teljesítmény: 150.3kW,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1908
,,,,Total heating capacity (heatpump): 168.17kW,Total fűtési teljesítmény (hőszivattyú): 168.17kW,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1909
,,,,Air volume: 28000 m³/h,Légszállítás: 28000 m³/h,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1910
,,,,External static pressure supply/return: 450/350 Pa,Külső statikus nyomás befúvás/elszívás: 450/350 Pa,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1911
,,,,TYPE: LENNOX ENERY E024AH141FM1M,TÍPUS: LENNOX ENERY E024AH141FM1M,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1912
,400,431,276,"Steam humidifier complete with aplumbing accessories, support construction, for central steam supply network - Carel UltimateSAM, specification in attachment","Gőznedvesítő egység szerelvényezéssel, tartószerkezettel, kompletten központi gőzhálózathoz - Carel UltimateSAM Melléklet alapján", 2.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1913
,400,431,277,"Adiabatic, high pressure humidifier gates complete with plumbing accessories, support construction - Carel Humifong, specification in attachment","Adiabatikus magasnyomású légnedvesítő kapuk, szerelvényezéssel, tartószerkezettel, kompletten - Carel HumiFog melléklet alapján", 2.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1914
,400,421,, total, összesen,,,,,,,0,,IGAZ,IGAZ,HAMIS,!!!,,1915
,400,432,,Fans,Ventilátorok,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1916
,400,432,278,"V1-2
Corrugator axial fan
Variable Speed Drive:  yes
Two speed:  no
Airflow:  44.000 m³/h  
Static Pressure:  1000 Pa
Function:  technology exhaust
with return side ductwork, installed in duct
1pc flexible duct connectionl,
1pc spring loaded damper
with electrical connections and support elements 
with >IE3 motor","V1-2
Corrugator axiál ventilátor
Frekvencia váltó:  igen
Két fordulatú:  nem  
Légmennyiség:  44.000 m³/h  
Statikus ellenállás:  1000 Pa
Funkció:  Technológia elszívás
Csőből szívó, légcsatornára rögzítve
1db rugalmas, vitorlavászon kompenzátorral,
1db rugóterhelésű csappanttyúval
elektromos bekötéshez szükséges elemekkel, tartószerkezettel
>IE3 motorral", 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1917
,400,432,279,"V3-4
Tool Roof fan
Variable Speed Drive:  yes
Two speed:  no
Airflow:  2.680 m³/h  
Static Pressure:  250 Pa
Function:  technology exhaust
with return side ductwork, installed in duct
1pc flexible duct connectionl,
1pc spring loaded damper
with electrical connections and support elements
with roof socket
","V3-4
Tool - Tetőventilátor
Frekvencia váltó:  igen
Két fordulatú:  nem  
Légmennyiség:  2.680 m³/h  
Statikus ellenállás:  250 Pa
Funkció:  Technológia elszívás
Csőből szívó, légcsatornára rögzítve
1db rugalmas, vitorlavászon kompenzátorral,
1db rugóterhelésű csappanttyúval
elektromos bekötéshez szükséges elemekkel, tartószerkezettel
hangcsillapított lábazat", 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1918
x,400,432,280,"V5
Compressor room - axial
Variable Speed Drive:  yes
Two speed:  no
Airflow: 110.000 m³/h  
Static Pressure:  200 Pa
Function:  compressor room exhaust
with return and supply side ductwork, installed in duct
2pc flexible duct connectionl,
1pc spring loaded damper
with electrical connections and support elements
with >IE3 motor
1pc silencer on return side","V5
Kompresszor gépház - axiál
Frekvencia váltó:  igen
Két fordulatú:  nem  
Légmennyiség:  110.000 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  kompresszor gépház elszívás
szívó és nyomó oldalon légcsatorna csatlakozás, légcsatornára rögzítve
2db rugalmas, vitorlavászon kompenzátorral,
1db rugóterhelésű csappanttyúval
elektromos bekötéshez szükséges elemekkel, tartószerkezettel
>IE3 motorral
1pc silencer on return side", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1919
,400,432,281,"V6 EX
Glue kitchen - roof fan
Variable Speed Drive:  yes
Two speed:  no
Airflow: 1.600 m³/h  
Static Pressure:  200 Pa
Function:  glue kitchen exhaust
with return side ductwork, installed in duct
1pc flexible duct connectionl,
1pc spring loaded damper
with electrical connections and support elements
with motorized airtight damper
with roof socket

","V6 EX
Glue kitchen - tetőventilátor
Frekvencia váltó:  igen
Két fordulatú:  nem  
Légmennyiség:  1.600 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  glue kitchen elszívás
szívó oldalon légcsatorna csatlakozás, légcsatornára rögzítve
1db rugalmas, vitorlavászon kompenzátorral,
1db rugóterhelésű csappanttyúval
elektromos bekötéshez szükséges elemekkel, tartószerkezettel
tömören záró motoros zsaluval
hangcsillapított lábazat
", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1920
x,400,432,282,"V7 EX
Boiler room - Axial fan
Variable Speed Drive:  yes
Two speed:  no
Airflow: 14.500 m³/h  
Static Pressure:  300 Pa
Function:  boiler room emergency ventilation
with supply side ductwork, installed in duct
1pc flexible duct connectionl,
with electrical connections and support elements
with motorized airtight damper
with >IE3 motor
","V7 EX
Kazánház - axiál
Frekvencia váltó:  igen
Két fordulatú:  nem  
Légmennyiség:  14.500 m³/h  
Statikus ellenállás:  300 Pa
Funkció:  kazánház vésszellőzés
szívó oldalon légcsatorna csatlakozás, légcsatornára rögzítve
1db rugalmas, vitorlavászon kompenzátorral,
elektromos bekötéshez szükséges elemekkel, tartószerkezettel
tömören záró motoros zsaluval
>IE3 motorral", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1921
x,400,432,283,"V11
Paper storage - axial
Variable Speed Drive:  yes
Two speed:  no
Airflow: 110.000 m³/h  
Static Pressure:  200 Pa
Function:  compressor room exhaust
with return side ductwork, installed in duct
1pc flexible duct connectionl,
1pc spring loaded damper
Extraction ventilator installed outdoor, according to schema
with electrical connections and support elements
with motorized airtight damper
>IE3
1pc silencer on return side
","V11
Paper Storage - axiál
Frekvencia váltó:  igen
Két fordulatú:  nem  
Légmennyiség:  110.000 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  kompresszor gépház elszívás
szívó oldalon légcsatorna csatlakozás, légcsatornára rögzítve
1db rugalmas, vitorlavászon kompenzátorral,
1db rugóterhelésű csappanttyúval
Kültéri axiálventilátor kapcsolási rajz szerint
elektromos bekötéshez szükséges elemekkel, tartószerkezettel
tömören záró motoros zsaluval
>IE3
1pc silencer on return side", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1922
,,,,"Axial fan
Designation: Sanitary block extraction
with return side ductwork, installed in duct
2pc flexible duct connectionl, 1pc silencer on return side
1pc spring loaded damper
Weather resistant casing (outdoor installation)
with electrical connections and support elements","Csőventilátor
Megnevezés: Vizesblokki elszívás
Csőből szívó, légcsatornára rögzítve
2db rugalmas, vitorlavászon kompenzátorral, 1db hangcsillapítóval szívó oldalon
1db rugóterhelésű csappanttyúval
Esővédett burkolattal (kültéri elhelyezés)
elektromos bekötéshez szükséges elemekkel, tartószerkezettel",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1923
,400,432,284,"EV-1  
Porter's sanitary block 
Variable Speed Drive:  no
Two speed:  no
Airflow:  660 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","EV-01  
Porter's sanitary block
Frekvencia váltó:  nem 
Két fordulatú:  nem  
Légmennyiség:  660 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1924
,400,432,285,"EV-2
Logistic Sanitary block 
Variable Speed Drive:  no
Two speed:  no
Airflow:  460 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","EV-2  
Logistic Sanitary block
Frekvencia váltó:  nem 
Két fordulatú:  nem  
Légmennyiség:  460 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1925
,400,432,286,"EV-3
Converting sanitary block 
Variable Speed Drive:  no
Two speed:  no
Airflow:  260 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","EV-3  
Converting sanitary block
Frekvencia váltó:  nem 
Két fordulatú:  nem  
Légmennyiség:  260 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1926
,400,432,287,"EV-4
Sanitary block 
Variable Speed Drive:  no
Two speed:  no
Airflow:  550 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","EV-4
Sanitary block
Frekvencia váltó:  nem 
Két fordulatú:  nem  
Légmennyiség:  550 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1927
,400,432,288,"EV-5
Sanitary block 
Variable Speed Drive:  no
Two speed:  no
Airflow:  440 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","EV-5
Sanitary block
Frekvencia váltó:  nem 
Két fordulatú:  nem  
Légmennyiség:  440 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1928
,400,432,289,"EV-6
Sanitary block 
Variable Speed Drive:  no
Two speed:  no
Airflow:  1850 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","EV-6
Sanitary block
Frekvencia váltó:  nem 
Két fordulatú:  nem  
Légmennyiség:  1850 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1929
,400,432,290,"EV-7
Sanitary block 
Variable Speed Drive:  no
Two speed:  no
Airflow:  950 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","EV-7
Sanitary block
Frekvencia váltó:  nem 
Két fordulatú:  nem  
Légmennyiség:  950 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1930
,400,432,291,"EV-8
Sanitary block 
Variable Speed Drive:  no
Two speed:  no
Airflow:  200 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","EV-8 
Sanitary block
Frekvencia váltó:  nem 
Két fordulatú:  nem  
Légmennyiség:  200 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1931
,400,432,292,"EV-9
Main. Sanitary block
Variable Speed Drive:  no
Two speed:  no
Airflow:  260 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","EV-9
Main. Sanitary block
Frekvencia váltó:  nem 
Két fordulatú:  nem  
Légmennyiség:  260 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1932
,400,432,293,"EV-10
CORR sanitary block 
Variable Speed Drive:  no
Two speed:  no
Airflow:  460 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","EV-10
CORR sanitary block
Frekvencia váltó:  nem 
Két fordulatú:  nem  
Légmennyiség:  460 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1933
,,,,"Axial fan
Designation: Technology extraction
with return side ductwork, installed in duct
2pc flexible duct connectionl, 1pc silencer
1pc spring loaded damper
Weather resistant casing (outdoor installation)","Csőventilátor
Megnevezés: Technológtia elszívás
Csőből szívó, légcsatornára rögzítve
2db rugalmas, vitorlavászon kompenzátorral, 1db hangcsillapítóval
1db rugóterhelésű csappanttyúval
Esővédett burkolattal (kültéri elhelyezés)",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1934
,400,432,294,"TV-1
Fan-technology maintenance
Variable Speed Drive:  yes
Two speed:  no
Airflow:  530 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","TV-1
Fan-technology maintenance
Frekvencia váltó:  igen
Két fordulatú:  nem  
Légmennyiség:  530 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1935
,400,432,295,"Plymovent flexible extraction arm, complete with connection, support construction","Plymovent felxibilis elszívó kar, csatlakozással, tartószerkezettel, kompletten", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1936
,400,432,296,"TV-2
Fan-technology Plotter room
Variable Speed Drive:  yes
Two speed:  no
Airflow:  530 m³/h  
Static Pressure:  200 Pa
Function:  local exhaust","TV-2
Fan-technology Plotter room
Frekvencia váltó:  igen
Két fordulatú:  nem  
Légmennyiség:  530 m³/h  
Statikus ellenállás:  200 Pa
Funkció:  Helyi elszívás", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1937
,400,432,297,"Kitchen extraction hoods, with fans, exhaust outlet, complete with fittings and accessories.
Kitchen technology design not available. To be defined in execution design!","Konyhai elszívó ernyők, elszívó ventilátorral, kiépített kivezetéssel, szerelvényezéssel kompletten
Konyhatechnológia nem áll rendelkezésre. Kiviteli tervben pontosítandó!", 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1938
,400,432,,total,összesen,,,,,,,0,,IGAZ,IGAZ,HAMIS,!!!,,1939
,400,433,,Dampers,Szabályzók,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1940
,,,,"Balancing dampers
Lindab -> codes below have the following meanings: ""JSM rectangular, for static balancing"" ""DRU round balancing damper""
TROX CAV -> Codes below have the following meanings:  ""RN-D"" - round damper with acoustic coverd; ""EN-D"" - rectangular damper with acoustic coverd. With silencer.
with motor, acoustic coverd, rubber profiles, compact balancing, completely.
TROX VAV -> Codes below have the following meanings:  ""TVJ-D"" -  rectangular damper with acoustic coverd and with silencer
with motor, acoustic coverd, rubber profiles, compact balancing, completely.
TROW WG-JZ Louvred grillecombined with motorized, insulated, airtight damper
Sound attenuators
Lindab -> codes below have the following meanings: ""SLRS"" - rectangular straigh silencer (with splitters); ""SLGU"" - round straigh silencer
Fire protection components, louvres, dampers
Trox, or technically equivalent -> codes below have the following meanings: 
rectangular fire damper ""FK-EU"" / smoke damper ""EK-EU"" / multileaf smoke damper ""EK-JZ""
round smoke damper ""FKR-EU"", ""FKRS-EU""
with all necessary auxiliary materials and accessories, MEZ30 flanges, smoke dampers with 24V, fire dampers with 230V motor.","Szabályzó elemek, zsaluk
A lenti kódok jelentései az alábbiak: ""Trox JZ négyszög, statikus szabályzózsalu"" ""Lindab DRU kör keresztmetszetű szabályzószelep""
TROX CAV -> A lenti kódok jelentései az alábbiak:  ""RN-D"" - kör keresztmetszetű, akusztikai burkolattal; ""EN-D"" - négyszög keresztmetszetű szabályzó, akusztikai burkolattal, hangcsillapítóval
Motorral, akusztikai burkolattal, gumi profillal, compact szabályozóval, kompletten.
TROX VAV -> A lenti kódok jelentései az alábbiak:  ""TVJ-D"" -  négyszög, ""LVC"" - kör keresztmetszetű szabályzó, akusztikai burkolattal
Motorral, akusztikai burkolattal, gumi profillal, compact szabályozóval, hangcsillapítóval kompletten.
TROX WG-JZ kombinált esővédő és tömören záró hőszigetelt motoros zsalu, kompletten. (beépítés építész konszignáció szerint)
Hangcsillapítók
Lindab -> A lenti kódok jelentései az alábbiak: ""SLRS"" - négyszög keresztmetszetű kulisszás hangcsillapító; ""SLGU"" - kör egyenes hangcsillapító
Tűzvédelmi elemek, zsaluk, csappantyúk
Trox, vagy vele egyenértékű -> A lenti kódok jelentései az alábbiak: 
Négyszög keresztmetszet: tűzvédelmi csappantyú ""FK-EU"" / füstvédelmi csappantyú ""EK-EU"" / füstvédelmi zsalu ""EK-JZ""
Kör keresztmetszet: tűzvédelmi csappantyú ""FKR-EU"", ""FKRS-EU""
szükséges szerelvényekkel és segédanyagokkal, MEZ30 kerettel, a füstcsappantyúk 24V-os motorral, a tűzcsappantyúk 230V-os motorral szereltek.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1941
,400,432,298,FKRS-EU ø200-ø200 ,FKRS-EU ø200-ø200 , 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1942
,400,432,299,FKRS-EU ø250-ø250 ,FKRS-EU ø250-ø250 , 3.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1943
,400,432,300,FKRS-EU ø315-ø315 ,FKRS-EU ø315-ø315, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1944
,400,432,301,FKRS-EU ø400-ø400 ,FKRS-EU ø400-ø400 , 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1945
,400,432,302,FKRS-EU ø500-ø500 ,FKRS-EU ø500-ø500 , 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1946
,400,432,303,FK-EU 250x250,FK-EU 250x250, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1947
,400,432,304,FK-EU 300x300,FK-EU 300x300, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1948
,400,432,305,FK-EU 900x700,FK-EU 700x900, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1949
,400,432,306,FK-EU 1000x500,FK-EU 700x1000, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1950
,400,432,307,FK-EU 1000x700,FK-EU 700x1000, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1951
,400,432,308,FK-EU 1300x650,FK-EU 1300x650, 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1952
,400,432,309,FK-EU 1500x800,FK-EU 1500x800, 8.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1953
,400,432,310,EN-D 600x500 - 3790 m³/h,EN-D 600x500 - 3790 m³/h, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1954
,400,432,311,EN-D 600x500 - 1790 m36h,EN-D 600x500 - 1790 m³/h, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1955
,400,432,312,RN-D ø250-ø250 - 600 m³/h,RN-D ø250-ø250 - 600 m³/h, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1956
,400,432,313,RN-D ø160-ø160 - 150m³/h,RN-D ø160-ø160 - 150m³/h, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1957
,400,432,314,RN-D ø400-ø400 - 2020 m³/h,RN-D ø400-ø400 - 2020 m³/h, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1958
,400,432,315,RN-D ø400-ø400 - 1750 m³/h,RN-D ø400-ø400 - 1750 m³/h, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1959
,400,432,316,LVC ø250-ø250 - min 300 max 830 m³/h,LVC ø250-ø250 - min 300 max 830 m³/h, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1960
